reward,reward_std,good_samples_num,loss
1.549983243851932,0.0835691406364559,0,-0.0099925799295306
9.807359205909094,0.2624569820961767,3,0.0974817648530006
1.0844970749929832,0.0398396904081075,0,-0.0128035303205251
4.602336543649478,0.1801804873365682,1,0.008493049070239
0.6258361965854773,0.0264181380726898,0,-0.0149220917373895
2.621961450177808,0.0924925315762888,0,-0.0019667968153953
0.8127123702587611,0.0357721106098995,0,-0.0142349191009998
5.861917668596312,0.1894744289520172,1,0.057270273566246
7.651771462404587,0.2322260395954347,2,0.0594223365187644
4.643822102211528,0.1136287499626197,0,0.0354670844972133
2.278006725482614,0.0606831147180732,0,-0.0050847791135311
1.7362884887912615,0.048137315752535,0,-0.0030655153095722
2.9501402594556154,0.0764953582569793,0,0.001263353973627
3.017089667666641,0.0916436048636638,0,0.0093372575938701
0.2751774705623775,0.0120518769851608,0,-0.0180591084063053
1.8145590927777495,0.0567387373872413,0,-0.0071793496608734
4.816911331261731,0.1844723829852196,1,0.0519122630357742
3.669653666006647,0.0939964862657057,0,-0.0011570900678634
6.58757510395699,0.1570063359728477,1,0.0508669093251228
1.186267323856439,0.0415266878335011,0,-0.0130460746586322
2.665988840026153,0.0660318617722428,0,-0.0009695589542388
4.421513417220011,0.2011782324299021,1,0.0443304255604743
1.7949528289197996,0.0693399530642755,0,-0.0067521771416068
1.5090289139382866,0.0534457232805881,0,-0.0083355186507105
0.8477919375679313,0.0338382751975386,0,-0.0138104185461997
5.336772035499633,0.142625639910347,0,0.0350331626832485
7.752145154376197,0.2395253787780629,2,0.0423080325126647
10.551873952085698,0.2742939369610659,3,0.1304594576358795
12.432757115528505,0.3111019712342684,1,0.1263580471277237
2.889155982662883,0.0606128570928965,0,0.0036657080054283
5.249770383437477,0.1867337337842502,2,0.0404146164655685
2.37141075495488,0.0720671784391865,0,0.0041437484323978
2.169699391538015,0.0585499912995994,0,-0.0004911851137876
6.22994664416284,0.1250579647071179,0,0.0134046021848917
2.8550558374311032,0.0958525879812795,0,0.0041339397430419
6.10495640477018,0.1532375229035948,0,0.0220856759697198
5.106152902813803,0.1316953512583957,0,0.0108426343649625
4.0860196941127,0.1223699619502846,0,0.0037171710282564
7.008404297618459,0.2542116174918056,1,0.0472704842686653
2.9761294474829034,0.1393813965908017,1,0.004930293187499
3.956735493239776,0.1241903347293354,0,0.0012750122696161
11.524486701701717,0.2858228853295613,2,0.1153267174959182
3.6639610374370433,0.1035045120764701,0,0.0129065606743097
6.074563219451862,0.2034826089826447,2,0.0146121326833963
5.353486574035443,0.1121671288622834,0,0.0176784936338663
7.605570751270518,0.1787408341356156,1,0.029782461002469
2.329943271460235,0.0734834911884511,0,-0.0039279516786336
5.197472841925731,0.1112739850718101,0,0.0192919820547103
6.740363423714904,0.1474506092362618,1,0.0299437418580055
13.473648783307102,0.23301653584353,2,0.0628530755639076
16.39973415314603,0.3100602877375074,4,0.0736878216266632
13.985635778002916,0.24046616780992,3,0.0454082414507865
12.90661410100146,0.2426384381922789,1,0.0647841170430183
10.834464816345214,0.1786211860299608,0,0.064901515841484
7.399793264929479,0.147503419480957,1,0.0132283065468072
5.700864780197056,0.1094086032909799,0,0.012295102700591
9.956479667903391,0.1712171585492657,1,0.0528805255889892
19.94758535465829,0.2770538952909872,3,0.0813559219241142
9.269926151470804,0.1908516009684471,1,0.0261640660464763
14.259576615755702,0.2387896542444703,2,0.0464304685592651
8.118197483129302,0.1321092309279691,0,0.0247964598238468
23.59155381010496,0.3098818263472602,2,0.1073077470064163
17.74696223238977,0.2999720798129047,3,0.116018995642662
18.064474456009638,0.2361326553865587,1,0.0668689459562301
18.05468821997436,0.2765581897138199,4,0.0676283314824104
17.153092016968074,0.2251792204456715,0,0.059163324534893
23.8119843300666,0.3071872554102888,3,0.1495892703533172
16.812573894319456,0.2301775330017458,0,0.0477877669036388
22.047447357704694,0.2909416659181136,3,0.0705088526010513
26.22824616006828,0.3125590569984703,1,0.1208022609353065
38.53460887047433,0.3938817552049645,1,0.1262997984886169
33.025890288248405,0.3492667085203774,2,0.0935095772147178
39.787016917443374,0.4092341583891982,2,0.1788489520549774
40.588328163284295,0.4103885258775376,2,0.1781583577394485
31.337092350051257,0.3499269727662467,2,0.0924358367919921
35.20599169200621,0.384249958207004,2,0.0843083709478378
23.89985726214827,0.2904317184803956,1,0.0591116845607757
25.01335895300388,0.337880941852045,2,0.0595457851886749
44.271782279799446,0.4380243716131615,4,0.1169561445713043
37.24416826843853,0.4544737339272424,4,0.1734096556901931
33.59453610428814,0.4286703885491311,4,0.0823296979069709
34.82579693370537,0.4024603659659126,4,0.1841960847377777
30.705298614508063,0.4426278060217069,6,0.0597466975450515
47.03853925458735,0.5306631265819797,8,0.1157386824488639
63.65019536292889,0.6231784105141053,10,0.1645262986421585
48.11918439617685,0.5628116329170835,9,0.1047933995723724
51.12944571680471,0.5626333090743468,8,0.1417119950056076
42.33912668384407,0.5444828898601408,9,0.1227751672267913
35.11858090496472,0.457435523208379,5,0.0874461829662323
33.03716539645767,0.4698089577287739,6,0.1100413054227829
48.23426650318015,0.5904223831680073,9,0.1211141571402549
45.16706963928366,0.5839305088358481,9,0.0910114496946334
41.03920208525071,0.5171968822436293,6,0.0960495620965957
35.8092400681078,0.512525075140039,7,0.0629143565893173
53.87504039340293,0.626737899405889,10,0.2425742000341415
49.07593769631719,0.607954851328604,12,0.0913916826248169
57.2780630946313,0.603225657967138,8,0.1465421766042709
40.496800592035896,0.5673362690858691,10,0.0729283541440963
46.29896640258811,0.5789560953052091,8,0.1907825171947479
59.31203722604114,0.6726430699327782,13,0.1116988733410835
38.86588568603748,0.5322853146935465,8,0.06029012799263
59.01021034739787,0.622924399810035,10,0.1068884655833244
52.60175839432824,0.6180109003578964,10,0.0929696559906005
51.346029860065215,0.5877686746052171,9,0.1244795694947242
44.379239973665136,0.556732318222621,8,0.1084648743271827
62.95320898419966,0.6827540299231606,12,0.1392532885074615
62.9644929429779,0.6902680331177112,15,0.1277079582214355
60.14157559129431,0.6659786281132776,12,0.1178231313824653
59.18705726373611,0.6744306308693673,12,0.1056333407759666
66.0185847561448,0.6932121972605367,13,0.2174465209245681
72.81638839228985,0.7495154592727727,15,0.1327510923147201
72.80891374199271,0.7636868697841598,17,0.1426863819360733
52.1692724169099,0.6138646000678731,10,0.1176091879606247
71.77940943108672,0.7534343228581636,17,0.1449714303016662
72.58775484634216,0.7525432891883892,16,0.216175839304924
71.48379935562691,0.7358443752595855,15,0.1286172866821289
82.09840274725005,0.7931761989428907,19,0.2056809067726135
70.16184639761494,0.7379796208788973,14,0.2136535793542862
63.82962176160395,0.6827595553099247,12,0.165057823061943
73.52239243384776,0.7570564438504817,16,0.1049399003386497
53.977600627766265,0.632013835501316,11,0.1604861468076706
68.695331228458,0.7261335171001219,14,0.1382063180208206
76.07746255830605,0.7501100597245258,15,0.1826953142881393
65.35874087618323,0.721902395976032,14,0.1292178183794021
63.34565522972507,0.692707189778437,13,0.1039006784558296
89.66866633651725,0.8598644594134067,22,0.1559778451919555
83.10641177569755,0.8211636921467633,20,0.1556631326675415
69.29513492434387,0.735493147798358,18,0.1696973741054535
93.459655114408,0.8417986021045699,21,0.181637555360794
79.58617340947598,0.8079581979185086,20,0.146779328584671
74.21118202748309,0.7556297144581489,16,0.1449940204620361
78.36643925543763,0.7855549424004789,18,0.1269300282001495
96.42657033455764,0.9042197803168204,26,0.1960526406764984
83.1737689338504,0.8346815488906474,22,0.1301645338535308
66.9274577100935,0.7292577408882267,15,0.1152780503034591
85.45472637466014,0.8224359467963104,19,0.1581093668937683
76.16907154020248,0.7985413368821469,19,0.1404951363801956
93.9496254588795,0.8580662460575599,22,0.1242396682500839
85.9826741666592,0.8228673308414358,21,0.1712492555379867
96.4638562208857,0.8666127827358253,23,0.1757348477840423
85.54634136585025,0.7903861093444078,17,0.1585076600313186
78.84002843873749,0.774132683173599,19,0.1331914961338043
83.10375398327726,0.8111180904640378,19,0.1311190128326416
82.11675000892286,0.8195272921685484,20,0.1336578279733657
80.38510609749596,0.8039939377693086,20,0.1601446121931076
87.57061459901342,0.8570204964734225,23,0.0936697199940681
80.27768638793903,0.8219440483016811,21,0.1273901313543319
102.35344347716236,0.8946363343854334,25,0.2692713439464569
75.09580799789829,0.7793658609857897,18,0.0931553915143013
98.94767578694082,0.8991930369080957,26,0.1426305025815963
73.60769483764042,0.7577583998630562,17,0.0950395464897155
112.26186453366194,0.9448586939899308,29,0.1715322732925415
93.6456292268146,0.864187237125539,24,0.1446762681007385
91.98182838895096,0.8941206327738676,25,0.2037468403577804
102.4528225746134,0.922155547915448,30,0.1365778148174286
81.75508609734649,0.8132205777789239,20,0.1006160974502563
107.05374369839244,0.924201883145072,27,0.1945015043020248
106.77651301659968,0.9309792787019294,28,0.20628622174263
126.63134527981582,0.9873212541156248,31,0.2250834107398986
110.58589309385567,0.9330255291447656,28,0.2330886125564575
97.52810311587932,0.8728373307480926,24,0.2398742586374282
102.083867928515,0.9209769889485044,26,0.1734331846237182
108.19522233647989,0.931956619067718,28,0.151028960943222
71.11578531354158,0.761623405994109,18,0.0674068331718444
92.53083909543722,0.8640508735524858,24,0.1230538636445999
95.12627262806517,0.8744234296587043,24,0.1282632797956466
84.74029540561597,0.833861782631392,22,0.1006917431950569
96.33297437541611,0.8925804297310194,25,0.131928414106369
105.05302456147228,0.9036241573337508,27,0.1572965532541275
113.6134820624957,0.941413593644696,29,0.1612305641174316
100.87917355307798,0.8929876652273052,25,0.15999636054039
99.22087120404822,0.9151675733214826,28,0.1038091331720352
107.60642477082472,0.9367849419325276,29,0.1097582578659057
141.42121031257807,1.0510320997767455,37,0.2320051193237304
74.2035200538349,0.7525614673333431,18,0.0613515824079513
122.9922023797223,0.9761996041398208,31,0.1661110669374466
132.83330451911434,1.0371917886922013,37,0.1281134188175201
106.65649736243932,0.923234656900421,27,0.2235396802425384
122.3442860283822,0.9768701089830896,31,0.2276620119810104
123.64371541725058,0.9906976915884336,32,0.1933840960264206
102.1898950923306,0.9035363213793184,25,0.1140992194414138
96.23850436826672,0.8773045338501283,24,0.1161209270358085
