EState_VSA11,PEOE_VSA2,PEOE_VSA12,VSA_EState2,EState_VSA1,Kappa1,Chi0,HeavyAtomMolWt,ExactMolWt,Chi1,LabuteASA,FractionCSP3,VSA_EState7,FpDensityMorgan3,SMR_VSA7,FpDensityMorgan2,MolLogP,SlogP_VSA6,VSA_EState6,PEOE_VSA6,EState_VSA8,FpDensityMorgan1
47.94537184071822,67.22889312378416,76.79333648156958,223.76045814157786,203.16222440893952,112.48918999385486,103.4448566017719,1809.3369999999984,1959.1669305403593,68.87006792503956,841.1056854444566,0.41818181818181815,7.291152856682313,0.6503496503496503,305.38038631326634,0.45454545454545453,6.885999999999991,255.17884638484193,65.54416530045289,242.65468273846432,32.90262695054316,0.25874125874125875
38.356297472574575,67.22889312378416,76.79333648156958,214.86763518616414,203.16222440893952,106.53472222222223,93.82174702602862,1617.1609999999985,1759.1043302843595,60.73216855459699,751.7968455353729,0.5319148936170213,7.8278366256900025,0.8110236220472441,189.49418777600874,0.5748031496062992,1.7999599999999794,133.8515050156099,27.310813737007546,149.0222901679947,32.90262695054316,0.33070866141732286
9.589074368143644,38.46167001935323,41.35025810546054,116.34853770458398,104.28324428076323,60.128618599986346,55.85622065763669,976.7149999999993,1056.62619574018,37.034222613898635,452.4510134015859,0.41379310344827586,5.805554088772279,1.2077922077922079,161.7992389772463,0.8441558441558441,2.8254000000000143,133.8515050156099,33.51507638199202,121.32734136923226,21.435291996218787,0.4805194805194805
62.32898339293368,81.61250467599965,94.51487566962412,278.33836745888505,252.60171447302767,138.66893816620907,127.23917457383953,2225.6479999999974,2410.4372979404498,84.78799058060999,1035.4330214658921,0.41911764705882354,7.953528729793793,0.5284090909090909,377.1709599812763,0.3693181818181818,8.916299999999977,315.842517069458,81.28742987833486,303.31835342308034,38.636294427705344,0.21022727272727273
47.94537184071822,67.22889312378416,76.79333648156958,218.32695242725296,209.70698081485213,112.48918999385486,103.4448566017719,1809.3369999999984,1943.0417300283593,68.87006792503956,841.1056854444566,0.34545454545454546,6.377390245191636,0.6503496503496503,360.7702839107913,0.45454545454545453,4.415519999999982,255.17884638484193,54.80693159072765,242.65468273846432,32.90262695054316,0.25874125874125875
47.94537184071822,67.22889312378416,76.79333648156958,266.43585896203285,285.4465140820139,110.55205717365074,104.09740342903802,1833.2569999999985,1954.899239243639,68.29343611566581,830.1093776077786,0.3584905660377358,-0.6172918178031184,0.6363636363636364,305.38038631326634,0.44755244755244755,3.357599999999989,255.17884638484193,58.04506943444954,242.65468273846432,9.967957041894417,0.25874125874125875
33.561760288502754,67.22889312378416,76.79333648156958,215.0092056135457,203.16222440893955,106.53472222222223,93.82174702602859,1617.1609999999987,1759.1043302843595,60.732168554596974,751.7968455353727,0.5319148936170213,7.967255366163994,0.8346456692913385,189.4941877760088,0.5748031496062992,1.7999599999999794,133.8515050156099,27.06498479513473,149.0222901679947,32.90262695054316,0.33070866141732286
19.178148736287287,48.05074438749687,53.16461756416355,149.50958676339712,91.9302404228744,76.87293988913066,70.06511667100685,1232.894999999999,1338.83067465236,46.85174695948764,569.6590465662712,0.4722222222222222,9.432373286172385,1.2268041237113403,149.66650484032306,0.8144329896907216,0.4975199999999863,121.71877087868666,33.47018224812249,128.10261754662267,32.90262695054316,0.4329896907216495
33.561760288502754,52.84528157156869,59.071797293515054,181.57348349229684,110.92693296405108,87.71153326426737,82.17763636719971,1463.0609999999988,1583.9583347523596,55.69508355238814,671.02711997649,0.4642857142857143,17.02222081730423,0.9565217391304348,162.32114498985214,0.6695652173913044,1.0050999999999712,134.3734110282157,29.709757630641523,79.72014202122995,52.838541034331996,0.3739130434782609
52.73990902479004,67.22889312378416,76.79333648156958,236.7794450729409,233.3786049994977,129.41411276175717,126.17204970527082,2233.7489999999966,2391.219429116,86.8732732762372,1049.2833393897463,0.25333333333333335,3.1536915087558706,0.5027932960893855,592.542680985307,0.3407821229050279,22.126000000000023,497.83352912330605,141.83713524492595,485.3093654769284,9.967957041894417,0.18994413407821228
