MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
16.19696305192617,16.19696305192617,0.0012765821463520677,-0.9484614945430383,0.019089158822701086,13.097902097902098,1960.5369999999998,1809.3369999999984,1959.1669305403593,764,0,0.2426945990139688,-0.368300302199725,0.368300302199725,0.2426945990139688,0.25874125874125875,0.45454545454545453,0.6503496503496503,16.194544136666877,10.04575632694522,2.406835990080944,-2.378165005398732,2.3236217185099264,-2.5435016136013213,5.960333690362831,-0.368499365426546,1.2560302519684077,1.0294634783446301,5291.912454661238,103.4448566017719,84.55509256373581,84.55509256373581,68.87006792503956,49.92461079836269,49.92461079836269,36.69082374837447,36.69082374837447,26.86563620948043,26.86563620948043,17.864005767752584,17.864005767752584,-14.120000000000013,2.142789777827487e+43,112.48918999385486,58.32138977905212,33.79165502686793,841.1056854444566,93.2849904232756,45.81329484138802,0.0,76.79333648156958,0.0,0.0,67.22889312378416,4.9839785209472085,0.0,0.0,242.65468273846432,157.80883892042166,37.945862407125276,119.60669519030937,85.26365330158244,76.79333648156958,0.0,68.76687381210017,11.46733495432437,167.55385966619073,130.89512811825153,305.38038631326634,0.0,0.0,34.40200486297311,0.0,0.0,0.0,282.49717924106926,68.74980501585969,0.0,205.29273714254126,255.17884638484193,0.0,0.0,0.0,452.07,203.16222440893952,14.383611552215466,47.94537184071822,32.59984724657631,128.7284434496984,5.563451491696996,60.22632711411981,108.0938502479908,201.0474833904621,32.90262695054316,11.46733495432437,0.0,0.0,223.76045814157786,0.0,34.14202842972637,-8.200173008956181,65.54416530045289,7.291152856682313,10.129034947183383,0.0,0.41818181818181815,143,17,33,0,0,0,13,8,1,9,9,0,15,7,33,1,60,0,0,0,0,9,45.87780346546475,9,6.885999999999991,546.2979000000021,0,0,0,0,0,2,1,0,0,0,13,13,0,0,0,13,1,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0
15.567714647805273,15.567714647805273,0.0071320391648515,-1.123443703368763,0.027303846518575817,13.393700787401574,1760.2969999999993,1617.1609999999985,1759.1043302843595,692,8,0.24268280387067698,-0.3683003021997308,0.3683003021997308,0.24268280387067698,0.33070866141732286,0.5748031496062992,0.8110236220472441,16.194247052507663,10.06152085397332,2.3947265701701057,-2.3744324450786523,2.2786689435249623,-2.5552715474187138,5.957716576513413,-0.3684993385588996,1.0053681866878401,1.4794741645715441,4076.5694411073096,93.82174702602862,76.14591538144799,76.14591538144799,60.73216855459699,44.612528393068075,44.612528393068075,32.24657920219811,32.24657920219811,23.142117686690405,23.142117686690405,14.89670052232977,14.89670052232977,-11.000000000000002,1.1276044688623642e+36,106.53472222222223,56.251270277390944,33.941267566568044,751.7968455353729,93.2849904232756,45.81329484138802,0.0,76.79333648156958,0.0,0.0,67.22889312378416,4.9839785209472085,0.0,0.0,149.0222901679947,161.2383194453377,62.11322572371711,95.43933187371752,85.26365330158244,76.79333648156958,0.0,68.76687381210017,11.46733495432437,193.2371461578948,130.89512811825153,189.49418777600874,0.0,0.0,34.40200486297311,0.0,0.0,0.0,306.6645425576611,68.74980501585969,27.694948798762496,184.55485435086547,133.8515050156099,0.0,0.0,0.0,452.07,203.16222440893952,23.97268592035911,38.356297472574575,64.8278901441929,105.49333256869484,14.699729192551434,45.52659792156837,181.74762520075916,6.06636706846161,32.90262695054316,39.16228375308687,0.0,0.0,214.86763518616414,0.0,30.78602787169267,-8.935939192036972,27.310813737007546,7.8278366256900025,36.143625771482604,0.0,0.5319148936170213,127,17,33,0,0,0,13,4,1,5,9,0,15,7,33,1,60,0,0,0,0,9,47.186720107472354,5,1.7999599999999794,480.3859000000014,0,0,0,0,0,2,1,0,0,0,13,13,0,0,0,13,1,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0
15.270163670481365,15.270163670481365,0.1402241543551881,-0.8797613026285702,0.0395882714669753,13.12987012987013,1057.3549999999996,976.7149999999993,1056.62619574018,412,0,0.24269435540289871,-0.368300302199725,0.368300302199725,0.24269435540289871,0.4805194805194805,0.8441558441558441,1.2077922077922079,16.177857100876956,10.046049537815446,2.358024867550652,-2.372946447831796,2.2707023862769526,-2.54120124196662,5.926990277938441,-0.36849194867323304,3.966254130903577,1.4998217893262111,2548.956459819226,55.85622065763669,45.252206288417156,45.252206288417156,37.034222613898635,26.56745108455865,26.56745108455865,19.50572778256835,19.50572778256835,14.150172927843995,14.150172927843995,9.438139030498903,9.438139030498903,-7.739999999999999,4.081137206535449e+16,60.128618599986346,30.720240358908853,17.93662976594725,452.4510134015859,52.41819708384834,19.634269217737724,0.0,41.35025810546054,0.0,0.0,38.46167001935323,4.9839785209472085,0.0,0.0,121.32734136923226,82.1767976631671,24.856349595300124,69.26030625006722,45.02909524282712,41.35025810546054,0.0,39.36741542699728,11.46733495432437,90.00826105913234,65.44756405912574,161.7992389772463,0.0,0.0,22.93466990864874,0.0,0.0,0.0,152.20707842073156,39.98258191142876,0.0,105.49333256869481,133.8515050156099,0.0,0.0,0.0,274.93,104.28324428076323,23.97268592035911,9.589074368143644,19.51033443475116,44.59066208136421,28.67462758971399,30.826868729016933,24.944227701844802,135.17481576861348,21.435291996218787,11.46733495432437,0.0,0.0,116.34853770458398,0.0,23.346852094779706,-3.889810079789437,33.51507638199202,5.805554088772279,6.540456476328135,0.0,0.41379310344827586,77,11,19,0,0,0,7,4,1,5,5,0,9,5,19,1,32,0,0,0,0,5,23.989163842087507,5,2.8254000000000143,292.87969999999984,0,0,0,0,0,2,1,0,0,0,7,7,0,0,0,7,1,2,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
16.43071886088546,16.43071886088546,0.004777009183191572,-0.9641646947971199,0.016480847129692437,13.090909090909092,2412.1279999999965,2225.6479999999974,2410.4372979404498,940,0,0.2426945990139688,-0.368300302199725,0.368300302199725,0.2426945990139688,0.21022727272727273,0.3693181818181818,0.5284090909090909,16.20288720435451,10.045743243702164,2.4308274533775442,-2.379008379596947,2.349998046431472,-2.5437904572938717,5.97502344556959,-0.3685008730880452,0.9619357323817769,0.8890896522200342,6580.691799564733,127.23917457383953,104.20653570139517,104.20653570139517,84.78799058060999,61.603190655264726,61.603190655264726,45.28337173127752,45.28337173127752,33.22336785029865,33.22336785029865,22.07693913637943,22.07693913637943,-17.31000000000001,1.4720091048352772e+58,138.66893816620907,72.12272631853186,41.45401222227125,1035.4330214658921,113.71838709298923,58.902807653213166,0.0,94.51487566962412,0.0,0.0,81.61250467599965,4.9839785209472085,0.0,0.0,303.31835342308034,195.62485954904898,44.49061881303785,144.77988966043046,105.3809323309601,94.51487566962412,0.0,83.46660300465162,11.46733495432437,206.32665896971994,163.61891014781443,377.1709599812763,0.0,0.0,40.135672340135294,0.0,0.0,0.0,347.64222965123804,83.13341656807518,0.0,255.19243942946449,315.842517069458,0.0,0.0,0.0,540.64,252.60171447302767,14.383611552215466,62.32898339293368,45.689360058401455,158.26044117064146,0.0,74.92605630667126,194.73772946891143,188.9147492535389,38.636294427705344,11.46733495432437,0.0,0.0,278.33836745888505,0.0,39.45136444591722,-10.47959740464915,81.28742987833486,7.953528729793793,11.615573558384868,0.0,0.41911764705882354,176,20,40,0,0,0,16,10,1,11,11,0,18,8,40,1,74,0,0,0,0,11,56.824897024107464,11,8.916299999999977,673.0070000000031,0,0,0,0,0,2,1,0,0,0,16,16,0,0,0,16,1,2,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,5,0
16.003115993003867,16.003115993003867,0.059212971458804775,-1.4633978468388606,0.025957370629183026,13.097902097902098,1944.4090000000003,1809.3369999999984,1943.0417300283593,748,16,0.24271501172740353,-0.368300302199725,0.368300302199725,0.24271501172740353,0.25874125874125875,0.45454545454545453,0.6503496503496503,16.194544136666877,10.04575632694522,2.4086418467543687,-2.376236239982997,2.3204115669503,-2.5439849742345957,5.962110541137598,-0.36849934334956863,1.2560302519684077,1.0294634783446301,5291.912454661238,103.4448566017719,81.17389471725278,81.17389471725278,68.87006792503956,47.97247531151236,47.97247531151236,34.841734474971915,34.841734474971915,24.68474005169517,24.68474005169517,16.417769721257883,16.417769721257883,-14.120000000000013,2.142789777827487e+43,112.48918999385486,58.32138977905212,33.79165502686793,841.1056854444566,93.2849904232756,45.81329484138802,0.0,76.79333648156958,0.0,0.0,67.22889312378416,4.9839785209472085,0.0,0.0,242.65468273846432,157.80883892042166,37.945862407125276,119.60669519030937,85.26365330158244,76.79333648156958,0.0,68.76687381210017,11.46733495432437,112.16396206866574,130.89512811825153,360.7702839107913,0.0,0.0,34.40200486297311,0.0,0.0,0.0,282.49717924106926,68.74980501585969,55.38989759752498,149.9028395450162,255.17884638484193,0.0,0.0,0.0,452.07,209.70698081485213,14.383611552215466,47.94537184071822,45.44149049242832,114.90549528963079,39.199277846803824,21.027049267315977,253.75143604092787,0.0,32.90262695054316,66.85723255184935,0.0,0.0,218.32695242725296,0.0,31.307460066884698,-10.951337392680928,54.80693159072765,6.377390245191636,48.799269729290685,0.0,0.34545454545454546,143,17,33,0,0,0,13,8,1,9,9,0,15,7,33,1,60,0,0,0,0,9,45.87780346546475,9,4.415519999999982,535.3059000000017,0,0,0,0,0,2,1,0,0,0,13,13,0,0,0,13,1,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0
15.982916761961233,15.982916761961233,0.14104894047472416,-1.6758123379592973,0.049171347002388954,12.958041958041958,1956.2329999999997,1833.2569999999985,1954.899239243639,756,0,0.2426945990196942,-0.5501201800271024,0.5501201800271024,0.2426945990196942,0.25874125874125875,0.44755244755244755,0.6363636363636364,16.37716214309162,10.046363589311058,2.407019897822002,-2.3784260187499364,2.322128219071317,-2.542915381637546,5.964256146370718,-0.30681955392095484,1.2712046234264123,1.0340479094898913,5591.731781574748,104.09740342903802,81.33579751320812,81.33579751320812,68.29343611566581,46.971817522591216,46.971817522591216,34.936216932967774,34.936216932967774,25.496890853874426,25.496890853874426,16.84764483657219,16.84764483657219,-16.080000000000016,3.759757208984061e+43,110.55205717365074,54.47751173375708,32.76807882058696,830.1093776077786,109.954578830277,45.81329484138802,0.0,76.79333648156958,0.0,0.0,67.22889312378416,4.9839785209472085,0.0,0.0,242.65468273846432,106.31833115402695,87.63030483362328,93.42766956665906,101.93324170858384,100.670557633377,0.0,68.76687381210017,11.46733495432437,141.87057317448668,104.71610249460122,305.38038631326634,0.0,0.0,31.893444533687195,0.0,0.0,0.0,280.1953747692263,87.927953752147,0.0,179.60945065083718,255.17884638484193,0.0,0.0,0.0,502.03,285.4465140820139,53.98786986786557,47.94537184071822,6.4208216229260096,50.201539928424424,39.199277846803824,32.12380256977953,298.0445803359893,0.0,9.967957041894417,11.46733495432437,0.0,0.0,266.43585896203285,49.74698171962901,15.998977483699694,-18.390368188632163,58.04506943444954,-0.6172918178031184,0.11410573995746676,0.0,0.3584905660377358,143,5,37,0,0,0,13,8,1,9,9,0,23,3,37,1,56,0,0,0,0,9,42.116090852227565,9,3.357599999999989,516.8375000000019,4,0,0,0,0,2,1,0,4,4,17,17,0,0,0,13,1,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15.663085454120475,15.663085454120475,0.008470984779479274,-1.1291582559469824,0.027303846518575817,13.393700787401574,1760.2969999999998,1617.1609999999987,1759.1043302843595,692,8,0.24268280388406543,-0.3683003021997308,0.3683003021997308,0.24268280388406543,0.33070866141732286,0.5748031496062992,0.8346456692913385,16.194264456089737,10.056486542273301,2.397253675543093,-2.379674986043078,2.2823092205717637,-2.556361655328682,5.958018503973958,-0.3684994919313849,0.98042500962835,1.4993967146580416,4076.5694411073096,93.82174702602859,76.14591538144803,76.14591538144803,60.732168554596974,44.61252839306808,44.61252839306808,32.24657920219811,32.24657920219811,23.142117686690412,23.142117686690412,14.899370446143475,14.899370446143475,-11.0,4.106846243527326e+35,106.53472222222223,56.251270277390944,33.941267566568044,751.7968455353727,93.2849904232756,52.358051247300594,0.0,76.79333648156958,0.0,0.0,67.22889312378416,4.9839785209472085,0.0,0.0,149.0222901679947,161.2383194453377,62.11322572371711,88.89457546780494,85.26365330158244,76.79333648156958,0.0,68.76687381210017,11.46733495432437,193.23714615789478,130.89512811825153,189.4941877760088,0.0,0.0,34.40200486297311,0.0,0.0,0.0,306.66454255766104,68.74980501585969,27.694948798762496,184.55485435086544,133.8515050156099,0.0,0.0,0.0,452.07,203.16222440893955,28.76722310443093,33.561760288502754,64.82789014419293,105.49333256869484,14.699729192551434,45.52659792156837,187.8139922692208,0.0,32.90262695054316,39.16228375308687,0.0,0.0,215.0092056135457,0.0,30.59169441147059,-8.955751153063416,27.06498479513473,7.967255366163994,36.322610966748385,0.0,0.5319148936170213,127,17,33,0,0,0,13,4,1,5,9,0,15,7,33,1,60,0,0,0,0,9,47.186720107472354,5,1.7999599999999794,480.3859000000014,0,0,0,0,0,2,1,0,0,0,13,13,0,0,0,13,1,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0
15.548068661965223,15.548068661965223,0.037449171117984736,-0.8823383306972474,0.025822520932560447,11.536082474226804,1339.743,1232.894999999999,1338.83067465236,524,0,0.24247984703995556,-0.36830030219973764,0.36830030219973764,0.24247984703995556,0.4329896907216495,0.8144329896907216,1.2268041237113403,16.182860153598774,10.039388680154957,2.333426853489314,-2.3339943412799062,2.2354291262775607,-2.5383180072322395,5.946212480297864,-0.36851417992509355,1.3934315413892728,1.357334238356088,3384.3961560645394,70.06511667100685,57.22695050656489,57.22695050656489,46.85174695948764,34.2520788637296,34.2520788637296,25.00484057096923,25.00484057096923,17.335352342148152,17.335352342148152,11.730158323690514,11.730158323690514,-9.139999999999995,7.729467230396186e+22,76.87293988913066,41.07285879589273,25.10046013633282,569.6590465662712,73.68535149987368,19.634269217737724,0.0,53.16461756416355,0.0,0.0,48.05074438749687,4.9839785209472085,0.0,0.0,128.10261754662267,109.49113954488746,64.12488803077557,71.27196855712567,66.08550456529514,74.70951442202275,0.0,49.167234888698246,11.46733495432437,110.15262229845305,111.2608589005138,149.66650484032306,0.0,0.0,34.40200486297311,0.0,0.0,0.0,219.63455218252358,69.20592549731013,6.923737199690624,99.07968739058718,121.71877087868666,0.0,21.544896857859182,0.0,370.83,91.9302404228744,23.97268592035911,19.178148736287287,71.86838568205175,95.34773449951642,51.0768945788022,40.626688190717886,11.096753302463554,123.04208163169028,32.90262695054316,11.46733495432437,0.0,0.0,149.50958676339712,3.5166506684190693,31.427486560410017,-4.936217986352017,33.47018224812249,9.432373286172385,3.9132717931642587,0.0,0.4722222222222222,97,17,25,0,0,0,9,5,1,6,1,0,11,7,25,1,45,0,0,0,0,1,32.55042685867436,6,0.4975199999999863,370.55190000000084,0,0,0,0,0,2,1,0,0,0,9,9,0,0,0,9,1,2,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0
15.75592323654227,15.75592323654227,0.0010643164401582528,-0.906067098391534,0.023811705653649484,11.991304347826087,1585.0289999999995,1463.0609999999988,1583.9583347523596,618,0,0.24240389140269514,-0.36830030219973764,0.36830030219973764,0.24240389140269514,0.3739130434782609,0.6695652173913044,0.9565217391304348,16.185804081341264,10.08168258705213,2.344336871946673,-2.3342794374694766,2.2436352167515183,-2.5427571910664355,5.950598103917902,-0.3684967601649431,1.7807084777294246,1.0074366841226705,4519.841472955789,82.17763636719971,67.14289032484373,67.14289032484373,55.69508355238814,40.6016423416948,40.6016423416948,29.802521699942773,29.802521699942773,21.630194003925542,21.630194003925542,14.693903506150676,14.693903506150676,-11.25,3.153276444649856e+31,87.71153326426737,45.00081895697006,25.62387773340151,671.02711997649,98.52117531451299,0.0,0.0,59.071797293515054,0.0,0.0,52.84528157156869,4.9839785209472085,0.0,0.0,79.72014202122995,143.4584489442758,138.56580287470004,97.450994180776,70.88004174936697,102.6834970218393,0.0,74.00305870333756,11.46733495432437,115.82265877864133,137.4398845241641,162.32114498985214,0.0,0.0,34.40200486297311,0.0,0.0,0.0,282.5984221793127,80.04947995534827,0.0,99.58260296735179,134.3734110282157,0.0,43.611699728324226,0.0,454.3,110.92693296405108,14.383611552215466,33.561760288502754,84.20711335113917,102.62592625367145,72.28632731803822,45.52659792156837,18.02049050215418,128.77298458152873,52.838541034331996,11.46733495432437,0.0,0.0,181.57348349229684,3.7231986328443836,35.67747552065997,-5.571249641385742,29.709757630641523,17.02222081730423,2.865113547638788,0.0,0.4642857142857143,115,21,31,0,0,0,10,4,5,9,2,0,12,11,31,5,52,0,0,0,0,2,34.322528946639586,9,1.0050999999999712,439.5347000000012,0,0,0,0,0,6,5,0,0,0,10,10,0,0,0,10,5,2,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0
17.286583194533286,17.286583194533286,0.041811211308025786,-1.1030040808141182,0.03188369665285382,12.787709497206704,2393.0129999999967,2233.7489999999966,2391.219429116,916,0,0.24269459903087393,-0.36830029849040347,0.36830029849040347,0.24269459903087393,0.18994413407821228,0.3407821229050279,0.5027932960893855,16.195139446032783,9.897114498130644,2.435474866064815,-2.386665669853907,2.387803842499464,-2.5449186425674317,5.966476134723252,-0.15176350887619006,1.7818650801961136,0.7282812215232493,7791.90567794056,126.17204970527082,102.64479590909448,102.64479590909448,86.8732732762372,61.152473857160324,61.152473857160324,45.77986486482419,45.77986486482419,34.3777119086328,34.3777119086328,23.770256048158746,23.770256048158746,-20.199999999999996,1.9697588333418519e+59,129.41411276175717,64.21483315137766,35.00345423282241,1049.2833393897463,70.35032051462686,45.81329484138802,0.0,76.79333648156958,0.0,0.0,67.22889312378416,4.9839785209472085,0.0,0.0,485.3093654769284,144.40512146467694,68.1622429976834,93.42766956665906,62.32898339293368,76.79333648156958,0.0,68.76687381210017,11.46733495432437,139.8589108674282,104.71610249460122,592.542680985307,0.0,0.0,11.46733495432437,0.0,0.0,0.0,256.31815361741894,68.74980501585969,0.0,222.10540027735473,497.83352912330605,0.0,0.0,0.0,341.51,233.3786049994977,9.589074368143644,52.73990902479004,32.59984724657631,50.201539928424424,44.507611933575966,60.22632711411981,59.56291370029791,492.233102676619,9.967957041894417,11.46733495432437,0.0,0.0,236.7794450729409,0.0,24.576248613184248,-11.242790559679369,141.83713524492595,3.1536915087558706,6.229603453205615,0.0,0.25333333333333335,179,5,29,0,0,0,13,16,1,17,9,0,15,3,29,1,60,0,0,0,0,9,46.426288594579944,17,22.126000000000023,697.2495000000033,0,0,0,0,0,2,1,0,0,0,13,13,0,0,0,13,1,2,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
